Código,Nome,UF
510678,GERÊNCIA REGIONAL EM BRASÍLIA,DF
510181,GERÊNCIA REGIONAL EM FLORIANÓPOLIS,SC
510677,GERÊNCIA REGIONAL EM RECIFE,PE
510178,GERENCIA REGIONAL EM SÃO PAULO,SP
523019,GERENCIA-GERAL DE INV.E PREV.DE AC.AERONÁUTIC,RJ
523009,GERENCIA-GERAL DE REC.LOGÍSTICOS/ANAC-RIO,RJ
253032,GERENCIA±GERAL DE INTEGRACAO COM O SUS,RJ
125275,GNA DE AMAPÁ - SBAM,AP
125207,GNA DE CONCEIÇÃO DO ARAGUAIA/SBAA,PA
125340,GNA DE TRES LAGOAS - SBTL,MS
125365,GNA DE URUBUPUNGA SBUP,SP
910004,GOVERNO DO DISTRITO FEDERAL - CONTA UNICA,DF
949001,GOVERNO DO ESTADO DA BAHIA,BA
945001,GOVERNO DO ESTADO DA PARAIBA,PB
947001,GOVERNO DO ESTADO DAS ALAGOAS,AL
973001,GOVERNO DO ESTADO DE GOIAS,GO
971001,GOVERNO DO ESTADO DE MATO GROSSO DO SUL,MS
951001,GOVERNO DO ESTADO DE MINAS GERAIS,MG
925215,GOVERNO DO ESTADO DE PERNAMBUCO,PE
935001,GOVERNO DO ESTADO DE RONDONIA,RO
936001,GOVERNO DO ESTADO DE RORAIMA,RR
962001,GOVERNO DO ESTADO DE SANTA CATARINA,SC
954001,GOVERNO DO ESTADO DE SAO PAULO,SP
948001,GOVERNO DO ESTADO DE SERGIPE,SE
931001,GOVERNO DO ESTADO DO ACRE,AC
932001,GOVERNO DO ESTADO DO AMAPA,AP
933001,GOVERNO DO ESTADO DO AMAZONAS,AM
943001,GOVERNO DO ESTADO DO CEARA,CE
952001,GOVERNO DO ESTADO DO ESPIRITO SANTO,ES
941001,GOVERNO DO ESTADO DO MARANHAO,MA
925187,GOVERNO DO ESTADO DO MARANHAO,MA
972001,GOVERNO DO ESTADO DO MATO GROSSO,MT
934001,GOVERNO DO ESTADO DO PARA,PA
961001,GOVERNO DO ESTADO DO PARANA,PR
942001,GOVERNO DO ESTADO DO PIAUI,PI
944001,GOVERNO DO ESTADO DO RIO GRANDE DO NORTE,RN
963001,GOVERNO DO ESTADO DO RIO GRANDE DO SUL,RS
120152,GR.EXEC.P/IMPLAN.DO CAMPO DE PROV.DO CACHIMBO,DF
153179,GRAFICA E EDITORA UNIVERSITARIA,PA
158185,GRAFICA UNIVERSITARIA - UFES,ES
153644,GRAFICA/UFRS,RS
257013,GRANT-TF053577-FNS,DF
120646,GRUPAMENTO DE APOIO ÀS UND DO SIST DO CEA,RJ
120196,GRUPAMENTO DE APOIO DA SAUDE,RJ
120627,GRUPAMENTO DE APOIO DE ALCÂNTARA,MA
120624,GRUPAMENTO DE APOIO DE ANAPOLIS,GO
120634,GRUPAMENTO DE APOIO DE BARBACENA,MG
120628,GRUPAMENTO DE APOIO DE BELÉM,PA
120637,GRUPAMENTO DE APOIO DE BOA VISTA,RR
120638,GRUPAMENTO DE APOIO DE CAMPO GRANDE,MS
120629,GRUPAMENTO DE APOIO DE CANOAS,RS
120644,GRUPAMENTO DE APOIO DE CURITIBA,PR
120639,GRUPAMENTO DE APOIO DE FLORIANOPOLIS,SC
120640,GRUPAMENTO DE APOIO DE FORTALEZA,CE
120636,GRUPAMENTO DE APOIO DE LAGOA SANTA,MG
120630,GRUPAMENTO DE APOIO DE MANAUS,AM
120631,GRUPAMENTO DE APOIO DE NATAL,RN
120626,GRUPAMENTO DE APOIO DE PIRASSUNUNGA,SP
120641,GRUPAMENTO DE APOIO DE PORTO VELHO,RO
120632,GRUPAMENTO DE APOIO DE RECIFE,PE
120642,GRUPAMENTO DE APOIO DE SALVADOR,BA
120016,GRUPAMENTO DE APOIO DE SÃO JOSÉ DOS CAMPOS,SP
120633,GRUPAMENTO DE APOIO DE SÃO PAULO,SP
120625,GRUPAMENTO DE APOIO DO DF,DF
120645,GRUPAMENTO DE APOIO DO GALEÃO,RJ
120635,GRUPAMENTO DE APOIO DO GUARATINGUETÁ,SP
120623,GRUPAMENTO DE APOIO DOS AFONSOS,RJ
120195,GRUPAMENTO DE APOIO LOGÍSTICO,RJ
784200,GRUPAMENTO DE FUZILEIROS NAVAIS DE BELEM,PA
783200,GRUPAMENTO DE FUZILEIROS NAVAIS DE NATAL,RN
782200,GRUPAMENTO DE FUZILEIROS NAVAIS DE SALVADOR,BA
785200,GRUPAMENTO DE FUZILEIROS NAVAIS DO RG/RS,RS
687200,GRUPAMENTO DE FUZILEIROS NAVAIS_DE BRASILIA,DF
887200,GRUPAMENTO DE FUZILEIROS NAVAIS_DE BRASILIA,DF
786200,GRUPAMENTO DE FUZILEIROS NAVAIS_DE LADARIO,MS
788200,GRUPAMENTO DE FUZILEIROS NAVAIS_DE MANAUS,AM
781200,GRUPAMENTO DE FUZILEIROS NAVAIS_DO RJ,RJ
681200,GRUPAMENTO DE FUZILEIROS NAVAIS_DO RJ,RJ
881200,GRUPAMENTO DE FUZILEIROS NAVAIS_DO RJ,RJ
851200,GRUPAMENTO DE NAVIOS HIDROCEANOGRAFICOS,RJ
651200,GRUPAMENTO DE NAVIOS HIDROCEANOGRAFICOS,RJ
751200,GRUPAMENTO DE NAVIOS HIDROCEANOGRAFICOS,RJ
120643,GRUPAMENTO DE SANTA MARIA,RS
167295,GRUPAMENTO DE UNID.ESCOLAS/9-B.INF.MOTORIZADA,RJ
925504,GRUPO ARCO-ÍRES DE CONCIENTIZAÇÃO HOMOSSEXUAL,RJ
925497,GRUPO DE RESISTÊNCIA ASA BRANCA,CE
240239,GRUPO DE TRABALHO DA ANTáRTIDA,DF
925500,GRUPO DIG.- PELA CID.DE GAYS- LESB. E TRANSG,PR
926001,GRUPO HOSPITALAR CONCEIÇÃO,RS
926325,GUARDA MUNICIPAL DE BELEM,PA
450101,GUIRATINGA PREFEITURA,MT
110408,HFA - HOSPITAL DAS FORCAS ARMADAS/DF,DF
925031,HJSN - HOSPITAL DR. JOÃO MDOS SANTOS NEVES,ES
925030,HMSA - HOSPITAL MATERNIDADE SILVIO AVIDOS,ES
925103,HOPITAL MUN. MATERNIDADE ESCOLA DR. MARIO,SP
155180,HOSP ENS DR WASHINGTON ANTONIO BARROS,PE
154716,HOSP. ENSINO - UNIFASF,PE
153924,HOSP.MEDIC.VETERIN. PROF.RENATO MEDEIROS NETO,BA
153055,HOSP.UNIVERSITARIO ALCIDES CARNEIRO/UF/PB,PB
925024,HOSPITAL ADAUTO BOTELHO,ES
250040,HOSPITAL ANA NERI,BA
925025,HOSPITAL ANTÔNIO BEZERRA DE FARIA,ES
926866,HOSPITAL BARÃO DE LUCENA,PE
120040,HOSPITAL CENTRAL DA AERONAUTICA/RJ,RJ
167322,HOSPITAL CENTRAL DO EXERCITO,RJ
160322,HOSPITAL CENTRAL DO EXERCITO/RJ,RJ
865701,HOSPITAL CENTRAL_DA MARINHA,RJ
665701,HOSPITAL CENTRAL_DA MARINHA,RJ
765701,HOSPITAL CENTRAL_DA MARINHA,RJ
153261,HOSPITAL CLINICAS/UFMG,MG
366001,HOSPITAL CRISTO REDENTOR S/A,RS
120077,HOSPITAL DA AERONAUTICA DE CANOAS-MAER/RS,RS
160545,HOSPITAL DA G. S. GABRIEL DA CACHOEIRA,AM
167359,HOSPITAL DA GUARNICAO DE ALEGRETE,RS
160359,HOSPITAL DA GUARNICAO DE ALEGRETE/RS,RS
160445,HOSPITAL DA GUARNICAO DE FLORIANOPOLIS,SC
167168,HOSPITAL DA GUARNICAO DE MARABA,PA
167439,HOSPITAL DA GUARNICAO DE URUGUAIANA,RS
160439,HOSPITAL DA GUARNICAO DE URUGUAIANA/RS,RS
250105,HOSPITAL DA LAGOA,RJ
250044,HOSPITAL DA LAGOA/RJ,RJ
250048,HOSPITAL DA PIEDADE,RJ
925625,HOSPITAL DA PROVIDêNCIA,PR
926863,HOSPITAL DA RESTAURAÇÃO,PE
153054,HOSPITAL DAS CLINICAS DA UF/GO,GO
153094,HOSPITAL DAS CLÍNICAS DA UFPE,PE
155904,HOSPITAL DAS CLINICAS DE GOIÁS,GO
155021,HOSPITAL DAS CLÍNICAS DE MINAS GERAIS,MG
155022,HOSPITAL DAS CLINICAS DE PERNAMBUCO,PE
111408,HOSPITAL DAS FORCAS ARMADAS,DF
112408,HOSPITAL DAS FORCAS ARMADAS,DF
120089,HOSPITAL DE AERONAUTICA DE BELEM,PA
120154,HOSPITAL DE AERONAUTICA DE MANAUS,AM
120019,HOSPITAL DE AERONAUTICA DE RECIFE,PE
153808,HOSPITAL DE CLINICAS DA UFPR,PR
150221,HOSPITAL DE CLÍNICAS DA UFTM,MG
150233,HOSPITAL DE CLÍNICAS DA UFU,MG
155011,HOSPITAL DE CLINICAS DO TRIANGULO MINEIRO,MG
153318,HOSPITAL DE CLINICAS VETERINARIAS/UFRS,RS
155905,HOSPITAL DE DOENÇAS TROPICAIS,TO
167545,HOSPITAL DE GUARN. DE S. GABRIEL DA CACHOEIRA,AM
167365,HOSPITAL DE GUARNICAO DE BAGE,RS
160365,HOSPITAL DE GUARNICAO DE BAGE/RS,RS
167373,HOSPITAL DE GUARNICAO DE CRUZ ALTA,RS
160373,HOSPITAL DE GUARNICAO DE CRUZ ALTA/RS,RS
167445,HOSPITAL DE GUARNICAO DE FLORIANOPOLIS,SC
167139,HOSPITAL DE GUARNICAO DE JOAO PESSOA,PB
160139,HOSPITAL DE GUARNICAO DE JOAO PESSOA,PB
160168,HOSPITAL DE GUARNICAO DE MARABA,PA
167345,HOSPITAL DE GUARNICAO DE NATAL,RN
160345,HOSPITAL DE GUARNICAO DE NATAL,RN
167351,HOSPITAL DE GUARNICAO DE PORTO VELHO,RO
160351,HOSPITAL DE GUARNICAO DE PORTO VELHO-MEX/RO,RO
167416,HOSPITAL DE GUARNICAO DE SANTA MARIA,RS
160416,HOSPITAL DE GUARNICAO DE SANTA MARIA/RS,RS
167423,HOSPITAL DE GUARNICAO DE SANTIAGO,RS
160423,HOSPITAL DE GUARNICAO DE SANTIAGO/RS,RS
167427,HOSPITAL DE GUARNICAO DE SANTO ANGELO,RS
160427,HOSPITAL DE GUARNICAO DE SANTO ANGELO/RS,RS
167019,HOSPITAL DE GUARNICAO DE TABATINGA,AM
160019,HOSPITAL DE GUARNICAO DE TABATINGA/MEX/AM,AM
250058,HOSPITAL DE IPANEMA,RJ
250020,HOSPITAL DE MARACANAU - CE,CE
250062,HOSPITAL DE NOVA IGUACU / RJ,RJ
250061,HOSPITAL DOS SERVIDORES DO ESTADO-GESTAO,RJ
925778,HOSPITAL DR JOSÉ PEDRO BEZERRA,RN
925029,HOSPITAL DR. DORIO SILVA,ES
925023,HOSPITAL DRª RITA DE CASSIA,ES
925723,HOSPITAL DRA. RITA DE CÁSSIA,ES
154145,HOSPITAL ESCOLA DA UFPEL,RS
155901,HOSPITAL ESCOLA DA UNIV. FEDERAL DE PELOTAS,RS
158220,HOSPITAL ESCOLA SAO FRANCISCO DE ASSIS,RJ
250104,HOSPITAL FEDERAL CARDOSO FONTES,RJ
366002,HOSPITAL FEMINA S/A,RS
160166,HOSPITAL GERAL DE BELEM,PA
167166,HOSPITAL GERAL DE BELEM,PA
250042,HOSPITAL GERAL DE BONSUCESSO,RJ
167143,HOSPITAL GERAL DE CAMPO GRANDE,MS
167223,HOSPITAL GERAL DE CURITIBA,PR
160223,HOSPITAL GERAL DE CURITIBA,PR
167050,HOSPITAL GERAL DE FORTALEZA,CE
160050,HOSPITAL GERAL DE FORTALEZA/MEX - CE,CE
250103,HOSPITAL GERAL DE IPANEMA,RJ
250043,HOSPITAL GERAL DE JACAREPAGUA,RJ
160121,HOSPITAL GERAL DE JUIZ DE FORA,MG
167121,HOSPITAL GERAL DE JUIZ DE FORA,MG
167039,HOSPITAL GERAL DE SALVADOR,BA
160039,HOSPITAL GERAL DE SALVADOR,BA
250041,HOSPITAL GERAL DO ANDARAI,RJ
250106,HOSPITAL GERAL DO ANDARAI,RJ
167323,HOSPITAL GERAL DO RIO DE JANEIRO,RJ
160323,HOSPITAL GERAL DO RIO DE JANEIRO,RJ
925970,HOSPITAL GISELDA TRIGUEIRO,RN
925028,HOSPITAL INFANTIL DR. ALZIR BERNARDINO ALVES,ES
925026,HOSPITAL INFANTIL NOSSA SENHORA DA GLORIA,ES
926399,HOSPITAL INFANTIL VARELA SANTIAGO,RN
250084,HOSPITAL JOAO DE BARROS BARRETO - BELEM/PA,PA
925551,HOSPITAL MARIA ALICE FERNANDES,RN
250046,HOSPITAL MATERNIDADE CARMELA DUTRA,RJ
250077,HOSPITAL MATERNO INFANTIL PRESIDENTE VARGAS,RS
926658,HOSPITAL METROPOLITANO ODILON BEHRENS,MG
167088,HOSPITAL MILITAR DE ÁREA DE BRASÍLIA,DF
160088,HOSPITAL MILITAR DE ÁREA DE BRASÍLIA,DF
160143,HOSPITAL MILITAR DE ÁREA DE CAMPO GRANDE,MS
160020,HOSPITAL MILITAR DE ÁREA DE MANAUS,AM
167020,HOSPITAL MILITAR DE ÁREA DE MANAUS,AM
160399,HOSPITAL MILITAR DE ÁREA DE PORTO ALEGRE,RS
167399,HOSPITAL MILITAR DE ÁREA DE PORTO ALEGRE,RS
167199,HOSPITAL MILITAR DE ÁREA DE RECIFE,PE
160199,HOSPITAL MILITAR DE ÁREA DE RECIFE,PE
160495,HOSPITAL MILITAR DE ÁREA DE SÃO PAULO,SP
167495,HOSPITAL MILITAR DE ÁREA DE SÃO PAULO,SP
167239,HOSPITAL MILITAR DE RESENDE,RJ
160239,HOSPITAL MILITAR DE RESENDE,RJ
926086,HOSPITAL MONSENHOR WALFREDO GURGEL,RN
926093,HOSPITAL MUNICIPAL DR. MÁRIO GATTI,SP
884700,HOSPITAL NAVAL DE BELEM,PA
784700,HOSPITAL NAVAL DE BELEM,PA
684700,HOSPITAL NAVAL DE BELEM,PA
687700,HOSPITAL NAVAL DE BRASILIA,DF
787700,HOSPITAL NAVAL DE BRASILIA,DF
887700,HOSPITAL NAVAL DE BRASILIA,DF
886700,HOSPITAL NAVAL DE LADARIO,MS
786700,HOSPITAL NAVAL DE LADARIO,MS
686700,HOSPITAL NAVAL DE LADARIO,MS
683701,HOSPITAL NAVAL DE NATAL,RN
783701,HOSPITAL NAVAL DE NATAL,RN
883701,HOSPITAL NAVAL DE NATAL,RN
883702,HOSPITAL NAVAL DE RECIFE,PE
783702,HOSPITAL NAVAL DE RECIFE,PE
683702,HOSPITAL NAVAL DE RECIFE,PE
665720,HOSPITAL NAVAL MARCILIO DIAS,RJ
865720,HOSPITAL NAVAL MARCILIO DIAS,RJ
765720,HOSPITAL NAVAL MARCILIO DIAS - MM,RJ
765702,HOSPITAL NAVAL MARCILIO DIAS/RJ,RJ
782700,HOSPITAL NAVAL_DE SALVADOR,BA
682700,HOSPITAL NAVAL_DE SALVADOR,BA
882700,HOSPITAL NAVAL_DE SALVADOR,BA
366003,HOSPITAL NOSSA SENHORA DA CONCEICAO S/A,RS
925450,HOSPITAL OPHIR LOYOLA,PA
250054,HOSPITAL PINEL - RJ,RJ
926856,HOSPITAL RAFAEL FERNANDES,RN
250053,HOSPITAL RAFHAEL DE PAULA SOUZA - RJ,RJ
926008,HOSPITAL REGIONAL DE CAMETÁ,PA
926105,HOSPITAL REGIONAL DE CONCEIÇÃO DO ARAGUAIA,PA
926159,HOSPITAL REGIONAL DE SALINOPOLIS,PA
926074,HOSPITAL REGIONAL DE TUCURUI/PA,PA
926787,HOSPITAL REGIONAL DEOCLÉCIO MARQUES DE LUC.,RN
926767,HOSPITAL REGIONAL DR NELSON INÁCIO DOS S/RN,RN
926085,HOSPITAL REGIONAL DR. ABELARDO SANTOS,PA
925022,HOSPITAL ROBERTO ARNIZAUT SILVARES,ES
925027,HOSPITAL SAO LUCAS,ES
155012,HOSPITAL U. CASSIANO ANTONIO DE MORAIS,ES
155912,HOSPITAL UNIV JULIO MARIA BANDEIRA DE MELLO,PB
155908,HOSPITAL UNIV. DR. MIGUEL RIET CORREA JUNIOR,RS
154035,HOSPITAL UNIV. GAFFREE E GUINELE DA UNIRIO,RJ
155124,HOSPITAL UNIV. Mª APARECIDA PEDROSSIAN,MS
155910,HOSPITAL UNIV. MONS. JOÃO B. DE CARVALHO D.,SE
155126,HOSPITAL UNIV. PROFESSOR ALBERTO ANTUNES,AL
153189,HOSPITAL UNIV.JOAO BARRETO,PA
153057,HOSPITAL UNIVERSIT.ANTONIO PEDRO DA UFF/RJ,RJ
150248,HOSPITAL UNIVERSITÁRIO,MS
150218,HOSPITAL UNIVERSITÁRIO,RS
150231,HOSPITAL UNIVERSITÁRIO,MG
158196,HOSPITAL UNIVERSITARIO ALCIDES CARNEIRO,PB
155014,HOSPITAL UNIVERSITÁRIO ANA BEZERRA,RN
153104,HOSPITAL UNIVERSITÁRIO ANA BEZERRA,RN
150220,HOSPITAL UNIVERSITÁRIO BETINA FERRO E SOUZA,PA
153538,HOSPITAL UNIVERSITARIO BETTINA FERRO DE SOUZA,PA
153047,HOSPITAL UNIVERSITARIO C. ANTONIO MORAIS/UFES,ES
154177,HOSPITAL UNIVERSITARIO DA FUFSE,SE
150237,HOSPITAL UNIVERSITÁRIO DA UFPI,PI
153152,HOSPITAL UNIVERSITARIO DA UFRJ,RJ
153610,HOSPITAL UNIVERSITÁRIO DA UFSM,RS
152477,HOSPITAL UNIVERSITARIO DA UNIFESP,SP
154357,HOSPITAL UNIVERSITÁRIO DA UNIV. FED.MATO.GRO,MS
155009,HOSPITAL UNIVERSITÁRIO DE BRASÍLIA,DF
154106,HOSPITAL UNIVERSITARIO DE BRASILIA - HUB,DF
155903,HOSPITAL UNIVERSITÁRIO DE JUIZ DE FORA,MG
155125,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA,RS
155900,HOSPITAL UNIVERSITARIO DE SÃO CARLOS,SP
155017,HOSPITAL UNIVERSITÁRIO DE SERGIPE,SE
155008,HOSPITAL UNIVERSITÁRIO DO PIAUÍ,PI
155911,HOSPITAL UNIVERSITÁRIO GAFFRÉE E GUINLE,RJ
155018,HOSPITAL UNIVERSITÁRIO GETÚLIO VARGAS,AM
150224,HOSPITAL UNIVERSITÁRIO GETÚLIO VARGAS,AM
155016,HOSPITAL UNIVERSITÁRIO GRANDE DOURADOS,MS
158172,HOSPITAL UNIVERSITARIO JOAO DE B. BARRETO,PA
158705,HOSPITAL UNIVERSITÁRIO JÚLIO M. BAND. MELLO,PB
155019,HOSPITAL UNIVERSITÁRIO JÚLIO MULLER,MT
154070,HOSPITAL UNIVERSITARIO JULIO MULLER DA FUF/MT,MT
155023,HOSPITAL UNIVERSITÁRIO LAURO WANDERLEY,PB
155013,HOSPITAL UNIVERSITÁRIO ONOFRE LOPES,RN
153108,HOSPITAL UNIVERSITARIO ONOFRE LOPES DA UFRN,RN
150229,HOSPITAL UNIVERSITARIO PROF. ALBERTO ANTUNES,AL
155907,HOSPITAL UNIVERSITARIO PROF. EDGARD SANTOS,BA
150244,HOSPITAL UNIVERSITÁRIO WALTER CANTIDIO,CE
150232,HOSPITAL UNIVERSITÁRIO/UFSC,SC
154072,HOSPITAL UNIVERSITARIO_DA UNIVERSIDADE DO MA,MA
925032,HPF - HOSPITAL PEDRO FONTES,ES
925033,HSJC - HOSPITAL SÃO JOSE DOS CALCADOS,ES
120086,I COMANDO AEREO REGIONAL,PA
120012,I SERVICO REGIONAL DE ECONOMIA E FINANCAS,PA
193132,IBAMA - CENTRO DE PESQUISA - ITAJAI/SC,SC
193127,IBAMA - CENTRO DE PESQUISA - PIRASSUNUNGA/SP,SP
193131,IBAMA - CENTRO DE PESQUISA - RIO FORMOSO/PE,PE
193128,IBAMA - CENTRO DE PESQUISA - SANTOS/SP,SP
193188,IBAMA - FLORESTA DE CAPAO BONITO,SP
193108,IBAMA - GERêNCIA EXECUTIVA EM GOIáS,GO
193183,IBAMA - GERÊNCIA EXECUTIVA I - TOCANTINS,TO
193105,IBAMA - SUPERINTENDENCIA ESTADUAL/AC,AC
193101,IBAMA - SUPERINTENDENCIA ESTADUAL/AL,AL
193100,IBAMA - SUPERINTENDENCIA ESTADUAL/AM,AM
193102,IBAMA - SUPERINTENDENCIA ESTADUAL/AP,AP
193103,IBAMA - SUPERINTENDENCIA ESTADUAL/BA,BA
193104,IBAMA - SUPERINTENDENCIA ESTADUAL/CE,CE
193107,IBAMA - SUPERINTENDENCIA ESTADUAL/ES,ES
193111,IBAMA - SUPERINTENDENCIA ESTADUAL/MG,MG
193114,IBAMA - SUPERINTENDENCIA ESTADUAL/PA,PA
193116,IBAMA - SUPERINTENDENCIA ESTADUAL/PE,PE
193117,IBAMA - SUPERINTENDENCIA ESTADUAL/PI,PI
193118,IBAMA - SUPERINTENDENCIA ESTADUAL/PR,PR
193119,IBAMA - SUPERINTENDENCIA ESTADUAL/RJ,RJ
193120,IBAMA - SUPERINTENDENCIA ESTADUAL/RN,RN
193122,IBAMA - SUPERINTENDENCIA ESTADUAL/RR,RR
193125,IBAMA - SUPERINTENDENCIA ESTADUAL/SC,SC
193126,IBAMA - SUPERINTENDENCIA ESTADUAL/SE,SE
193129,IBAMA - SUPERINTENDENCIA ESTADUAL/SP,SP
193123,IBAMA-CENTRO DE PESQUISA RIO GRANDE/RS,RS
193109,IBAMA-JARDIM BOTANICO DO RIO DE JANEIRO/RJ,RJ
193042,IBAMA-PARQUE NACIONAL DA SERRA DOS ORGAOS/RJ,RJ
193112,IBAMA-SUPERINTENDENCIA ESTADUAL/MS,MS
193124,IBAMA-SUPERINTENDENCIA ESTADUAL/RS,RS
114636,IBGE - DGC,RJ
114635,IBGE - DPE / DI,RJ
114601,IBGE-FUN.INST.BRAS.GEOGRAFIA E ESTATISTICA,RJ
364202,IBICT-INST.BRAS.DE INF.E CIEN.E TECNOLOGIA/DF,DF
343011,IBPC-11A.COORDENACAO REGIONAL - FLORIANOPOLIS,SC
343013,IBPC-13A.COORDENACAO REGIONAL- BELO HORIZONTE,MG
443118,ICMBIO - C.DE PROT.DE PRIMATA BRAS.-CPB-UGR,DF
443117,ICMBIO - C.N.CONS.MAN.TART.MAR.-TAMAR-UGR,DF
443114,ICMBIO - C.N.EST.PROT.MANEJ.CAV.- CECAV-UGR,DF
443116,ICMBIO - C.N.ORQ.PL.ORN.MED.AROM.- COPOM-UGR,DF
443115,ICMBIO - C.N.P.CONSERV.AVES SILV.- CEMAVE-UGR,DF
443102,ICMBIO - DIR UC PROTECAO INTEGRAL DIREP - UGR,DF
443427,ICMBIO - ESEC TAIM - UGR,DF
443603,ICMBIO - PARNA ARAGUAIA - UGR,DF
443627,ICMBIO - PARNA LENCOIS MARANHENSES - UGR,DF
443113,ICMBIO -C.N.P.C.PRED.NAT.-CENAP-UGR,DF
443112,ICMBIO -CENTRO CONS.E MAN.DE REP.ANF.-RAN-UGR,DF
447157,ICMBIO KFW,DF
443201,ICMBIO- APA ANHATOMIRIM - UGR,DF
443202,ICMBIO- APA BACIA DO R DESCOBERTO - UGR,DF
443203,ICMBIO- APA BACIA R S J MICO LEAO DOU - UGR,DF
443204,ICMBIO- APA BALEIA FRANCA - UGR,DF
443205,ICMBIO- APA BARRA R MAMANGUAPE - UGR,DF
443206,ICMBIO- APA CAIRUCU - UGR,DF
443207,ICMBIO- APA CANANEIA-IGUAPE-PERUIBE - UGR,DF
443208,ICMBIO- APA CASTRE DE LAGOA SANTA - UGR,DF
443209,ICMBIO- APA CAVERNAS DO PERUACU - UGR,DF
443210,ICMBIO- APA CHAPADA DO ARARIPE - UGR,DF
443211,ICMBIO- APA COSTA DOS CORAIS - UGR,DF
443212,ICMBIO- APA DELTA DO PARNAIBA - UGR,DF
443213,ICMBIO- APA FERNANDO DE NORONHA - UGR,DF
443214,ICMBIO- APA GUAPI-MIRIM - UGR,DF
443215,ICMBIO- APA GUARAQUECABA - UGR,DF
443216,ICMBIO- APA IBIRAPUITA- UGR,DF
443217,ICMBIO- APA IGARAPE GELADO - UGR,DF
443218,ICMBIO- APA ILHAS E VARZ R. PARANA - UGR,DF
443219,ICMBIO- APA MANANCIAIS R.PB. DO SUL - UGR,DF
443220,ICMBIO- APA MEANDROS DO R. ARAGUAIA - UGR,DF
443221,ICMBIO- APA MORRO DA PEDREIRA - UGR,DF
443222,ICMBIO- APA NASCENTES DO R. VERMELHO - UGR,DF
443223,ICMBIO- APA PETROPOLIS - UGR,DF
443224,ICMBIO- APA PIACABUCU - UGR,DF
443225,ICMBIO- APA PLANALTO CENTRAL - UGR,DF
443226,ICMBIO- APA SAO BARTOLOMEU - UGR,DF
443227,ICMBIO- APA SERRA DA IBIAPABA - UGR,DF
443228,ICMBIO- APA SERRA DA MANTIQUEIRA - UGR,DF
443229,ICMBIO- APA SERRA DA TABATINGA - UGR,DF
443230,ICMBIO- APA SERRA TAPAJOS - UGR,DF
443314,ICMBIO- ARIE - SERINGAL NOVA ESPERANCA - UGR,DF
443301,ICMBIO- ARIE CAPETINGA-TAQUERA - UGR,DF
443302,ICMBIO- ARIE COCOROBO - UGR,DF
443303,ICMBIO- ARIE FLORESTA DA CICUTA - UGR,DF
443304,ICMBIO- ARIE ILHA DAS CAGARRAS - UGR,DF
443305,ICMBIO- ARIE ILHA DO AMEIXAL - UGR,DF
443306,ICMBIO- ARIE ILHAS DA QUEIMADA GD E PQ - UGR,DF
443307,ICMBIO- ARIE JAVARI-BURITI - UGR,DF
443308,ICMBIO- ARIE MANG.DA FOZ R.MAMANGUAPE - UGR,DF
443309,ICMBIO- ARIE MATA DE SANTA GENEBRA- UGR,DF
443310,ICMBIO- ARIE MATAO DE COSMOPOLIS - UGR,DF
443311,ICMBIO- ARIE PE DE GIGANTE - UGR,DF
443312,ICMBIO- ARIE PONTAL DOS LAT.E P.SANTIAGOS-UGR,DF
443315,ICMBIO- ARIE SERRA DAS ABELHAS - UGR,DF
443316,ICMBIO- ARIE VALE DOS DINOSSAUROS - UGR,DF
443317,ICMBIO- ARIE VASSUNUNGA - UGR,DF
443125,ICMBIO- C.N.POP.TRAD.DES.SUST.-CNPT - UGR,DF
443403,ICMBIO- ESEC ARACURI-ESMERALDA - UGR,DF
443401,ICMBIO- ESEC ATUABA - UGR,DF
443404,ICMBIO- ESEC CARACARAI - UGR,DF
443405,ICMBIO- ESEC CARIJOS - UGR,DF
443406,ICMBIO- ESEC CASTANHAO - UGR,DF
443407,ICMBIO- ESEC CUNIA - UGR,DF
443408,ICMBIO- ESEC GUANABARA - UGR,DF
443409,ICMBIO- ESEC GUARAQUECABA - UGR,DF
443410,ICMBIO- ESEC IQUE - UGR,DF
443411,ICMBIO- ESEC JARI - UGR,DF
443412,ICMBIO- ESEC JUAMI-JAPURA - UGR,DF
443413,ICMBIO- ESEC JUTAI-SOLIMOES - UGR,DF
443414,ICMBIO- ESEC MARACA- UGR,DF
443415,ICMBIO- ESEC MARACA-JIPIOCA - UGR,DF
443417,ICMBIO- ESEC MICO LEAO PRETO - UGR,DF
443418,ICMBIO- ESEC MURICI - UGR,DF
443419,ICMBIO- ESEC NIQUIA - UGR,DF
443420,ICMBIO- ESEC PIRAPITINGA - UGR,DF
443421,ICMBIO- ESEC RASO DA CATARINA - UGR,DF
443422,ICMBIO- ESEC RIO ACRE - UGR,DF
443423,ICMBIO- ESEC SERIDO - UGR,DF
443424,ICMBIO- ESEC SERRA DAS ARARAS - UGR,DF
443426,ICMBIO- ESEC TAIAMA - UGR,DF
443428,ICMBIO- ESEC TAMOIOS - UGR,DF
443429,ICMBIO- ESEC TERRA DO MEIO - UGR,DF
443430,ICMBIO- ESEC TUPINAMBAS - UGR,DF
443431,ICMBIO- ESEC TUPINIQUINS - UGR,DF
443432,ICMBIO- ESEC URUÇUI-UNA - UGR,DF
443501,ICMBIO- FLONA ACU - UGR,DF
