;Abertura da Proposta;Edital;Endereço;Entrega da Proposta;Fax;Objeto;Telefone;preg_cod
1490; em 30/01/2015 às 10:00Hs, no endereço: www.comprasnet.gov.br;20/01/2015 das 08:30 às 11:00 Hs e das 13:30 às 16:00 Hs;Rua Candelária, 65 - 12º Andar - Centro - Rio de Janeiro (RJ); a partir de 20/01/2015 às 08:30Hs;(0xx21) 25887200      ;Objeto: Pregão Eletrônico -  Material de Pintura;(0xx21) 25887000;3122014
1491; em 26/11/2014 às 10:00Hs, no endereço: www.comprasnet.gov.br;13/11/2014 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65 - 2º Andar - Centro - Rio de Janeiro (RJ); a partir de 13/11/2014 às 08:30Hs;(0xx21) 7200          ;Objeto: Pregão Eletrônico -  Oleo Lubrificante;(0xx21) 25887000;3152014
1492; em 15/12/2014 às 10:00Hs, no endereço: www.comprasnet.gov.br;03/12/2014 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária 65 - Centro - Rio de Janeiro (RJ); a partir de 03/12/2014 às 08:30Hs;(0xx21) 25887200      ;Objeto: Pregão Eletrônico -  Carro Elétrico;(0xx21) 25887000;3162014
1493; em 08/12/2014 às 10:00Hs, no endereço: www.comprasnet.gov.br;25/11/2014 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65  12º Andar - Centro - Rio de Janeiro (RJ); a partir de 25/11/2014 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Monitor de Radiação com Sonda Telescópica e Contador Alfa/Beta Portátil;(0xx21) 25887000;3172014
1494; em 16/01/2015 às 15:00Hs, no endereço: www.comprasnet.gov.br;05/01/2015 das 08:30 às 11:30 Hs e das 13:30 às 16:30 Hs;Rua da Candelária, 65 / 12º Andar - Centro - Rio de Janeiro (RJ); a partir de 05/01/2015 às 08:30Hs;(0xx21)               ;Objeto: Pregão Eletrônico -  Registrador digital conforme descritivo constante do Edital.;(0xx21) 25887146;3182014
1495; em 02/03/2015 às 15:00Hs, no endereço: www.comprasnet.gov.br;19/01/2015 das 09:00 às 11:30 Hs e das 14:00 às 16:30 Hs;Rua da Candelária, 65 - 2º Andar - Centro - Rio de Janeiro (RJ); a partir de 19/01/2015 às 09:00Hs;(0xx24) 33629042      ;Objeto: Pregão Eletrônico -  Prestação de serviços para transporte e descarte de lâmpadas usadas na Central Nuclear Almirante Álvaro Alberto - CNAAA.;(0xx24) 33628047;3202014
1496; em 16/12/2014 às 10:00Hs, no endereço: www.comprasnet.gov.br;04/12/2014 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65 - Centro - Rio de Janeiro (RJ); a partir de 04/12/2014 às 08:30Hs;               ;Objeto: Pregão Eletrônico -  Material de monitoração de radiação;         ;3212014
1497; em 23/01/2015 às 14:00Hs, no endereço: www.comprasnet.gov.br;09/01/2015 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65 ? 12º Andar - Centro - Rio de Janeiro (RJ); a partir de 09/01/2015 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Fornecimento de Estação digital de calibração;(0xx21) 25887000;3222014
1498; em 04/03/2015 às 14:00Hs, no endereço: www.comprasnet.gov.br;13/02/2015 das 09:00 às 11:30 Hs e das 14:00 às 16:30 Hs;Rua da Candelária, 65/2º Andar - Centro - Rio de Janeiro (RJ); a partir de 13/02/2015 às 09:00Hs;(0xx21) 25887218      ;Objeto: Pregão Eletrônico -  Prestação de serviços de limpeza, arrumação e higienização predial na Central Nuclear Almirante Álvaro Alberto - CNAAA, vilas residenciais e áreas adjacentes.;(0xx21) 25887722;3232014
1499; em 05/05/2015 às 14:00Hs, no endereço: www.comprasnet.gov.br;23/03/2015 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65 ? 12º Andar - Centro - Rio de Janeiro (RJ); a partir de 23/03/2015 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Fornecimento de Válvula Gaveta;(0xx21) 25887000;3242014
1500; em 28/01/2015 às 10:00Hs, no endereço: www.comprasnet.gov.br;08/01/2015 das 09:00 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, Nº 65 - Centro - Rio de Janeiro (RJ); a partir de 08/01/2015 às 09:00Hs;(0xx24) 33629042      ;Objeto: Pregão Eletrônico -  Prestação de serviços de locação de módulos metálicos (contêineres) para utilização na Central Nuclear Almirante Álvaro Alberto - CNAAA.;(0xx24) 33629000;3272014
1501; em 02/02/2015 às 15:00Hs, no endereço: www.comprasnet.gov.br;09/01/2015 das 09:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Carioca, Nº 65 - Centro - Rio de Janeiro (RJ); a partir de 09/01/2015 às 09:30Hs;(0xx24) 33629042      ;Objeto: Pregão Eletrônico -  Prestação de serviços de locação de tendas para serem utilizadas durante a Parada Técnica Programada 1P21 da Usina Nuclear de Angra 1.;(0xx24) 33629000;3282014
1502; em 16/12/2014 às 09:30Hs, no endereço: www.comprasnet.gov.br;04/12/2014 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65 - 12º Andar - Centro - Rio de Janeiro (RJ); a partir de 04/12/2014 às 08:30Hs;               ;Objeto: Pregão Eletrônico -  Fornecimento de Instrumento para Teste de Rigidez;         ;3292014
1503; em 13/03/2015 às 10:00Hs, no endereço: www.comprasnet.gov.br;30/01/2015 das 09:00 às 11:30 Hs e das 14:00 às 16:30 Hs;Rua da Candelária, 65 - Centro - Rio de Janeiro (RJ); a partir de 30/01/2015 às 09:00Hs;(0xx24) 33629042      ;Objeto: Pregão Eletrônico -  Prestação de serviços de engenharia para realização de ensaios por corrente parasita (Eddy Current) nos tubos dos condensadores da Usina Nuclear de Angra 1, durante a realização das Paradas Técnicas Programadas.;(0xx24) 33628494;3302014
1504; em 04/03/2015 às 10:00Hs, no endereço: www.comprasnet.gov.br;18/02/2015 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 18/02/2015 às 08:30Hs;(0xx21) 25887200      ;Objeto: Pregão Eletrônico -  Leite longa vida;(0xx21) 25887116;3312014
1505; em 26/01/2015 às 15:00Hs, no endereço: www.comprasnet.gov.br;13/01/2015 das 09:00 às 11:30 Hs e das 14:00 às 16:30 Hs;Rua da Candelária, 65 - 2º Andar - Centro - Rio de Janeiro (RJ); a partir de 13/01/2015 às 09:00Hs;(0xx24) 33629042      ;Objeto: Pregão Eletrônico -  Prestação de serviços de locação de contêineres para serem utilizados durante a Parada Técnica Programada 1P21 da Usina Nuclear de Angra 1.;(0xx24) 33629000;3322014
1506; em 07/05/2015 às 15:00Hs, no endereço: www.comprasnet.gov.br;12/03/2015 das 09:00 às 11:30 Hs e das 14:00 às 16:30 Hs;Rua da Candelária, 65 - 2º Andar - Centro - Rio de Janeiro (RJ); a partir de 12/03/2015 às 09:00Hs;(0xx24) 33629042      ;Objeto: Pregão Eletrônico -  Prestação de serviços de avaliação de integridade e previsão de vida remanescente da caldeira auxiliar da Unidade 1, da Central Nuclear Almirante Álvaro Alberto - CNAAA.;(0xx24) 33628047;3332014
1507; em 14/07/2015 às 14:00Hs, no endereço: www.comprasnet.gov.br;01/07/2015 das 09:00 às 11:30 Hs e das 14:00 às 16:30 Hs;Rua da Candelária, 65/2º Andar - Centro - Rio de Janeiro (RJ); a partir de 01/07/2015 às 09:00Hs;(0xx21) 25887218      ;Objeto: Pregão Eletrônico -  Prestação de serviços técnicos especializados para preservação de sobressalentes e equipamentos armazenados na Divisão de Materiais (DIMT.O) da Central Nuclear Almirante Álvaro Alberto - CNAAA.;(0xx21) 25887773;3342014
1508; em 13/04/2015 às 14:00Hs, no endereço: www.comprasnet.gov.br;26/03/2015 das 09:00 às 11:30 Hs e das 14:00 às 16:30 Hs;Rua da Candelária, 65/2º Andar - Centro - Rio de Janeiro (RJ); a partir de 26/03/2015 às 09:00Hs;(0xx21) 25887218      ;Objeto: Pregão Eletrônico -  Prestação de serviços de apoio à fiscalização dos contratos de prestação de serviços nacionais da Eletrobras Eletronuclear.;(0xx21) 25887773;3352014
1509; em 17/12/2014 às 13:30Hs, no endereço: www.comprasnet.gov.br;05/12/2014 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65 - 12º Andar - Centro - Rio de Janeiro (RJ); a partir de 05/12/2014 às 08:30Hs;               ;Objeto: Pregão Eletrônico -  Fornecimento de Transmissor de Posição;         ;3362014
1510; em 04/03/2015 às 10:00Hs, no endereço: www.comprasnet.gov.br;13/02/2015 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65  12ºandar - Centro - Rio de Janeiro (RJ); a partir de 13/02/2015 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Coletor;(0xx21) 25887000;3372014
1511; em 23/02/2015 às 10:00Hs, no endereço: www.comprasnet.gov.br;09/02/2015 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65 - Centro - Rio de Janeiro (RJ); a partir de 09/02/2015 às 08:30Hs;               ;Objeto: Pregão Eletrônico -  Equipamento para teste.;         ;3392014
1512; em 26/01/2015 às 09:30Hs, no endereço: www.comprasnet.gov.br;13/01/2015 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65 - 12º Andar - Centro - Rio de Janeiro (RJ); a partir de 13/01/2015 às 08:30Hs;               ;Objeto: Pregão Eletrônico -  Fornecimento de Chave Seccionadora;         ;3442014
1513; em 27/01/2015 às 09:30Hs, no endereço: www.comprasnet.gov.br;14/01/2015 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65 - 12º Andar - Centro - Rio de Janeiro (RJ); a partir de 14/01/2015 às 08:30Hs;               ;Objeto: Pregão Eletrônico -  Fornecimento de Registrador;         ;3452014
1514; em 26/02/2015 às 14:00Hs, no endereço: www.comprasnet.gov.br;03/02/2015 das 08:30 às 11:30 Hs e das 14:00 às 16:30 Hs;Rua da Candelária, 65 - Centro - Rio de Janeiro (RJ); a partir de 03/02/2015 às 08:30Hs;(0xx21) 25887218      ;Objeto: Pregão Eletrônico -  Prestação de Serviços de Descarte de Tranformadores em Óleo Ascarel de Angra 1;(0xx21) 25887686;3462014
1515; em 01/04/2015 às 10:00Hs, no endereço: www.comprasnet.gov.br;12/03/2015 das 09:00 às 11:30 Hs e das 14:00 às 16:30 Hs;Rua da Candelária, 65 - 2º Andar - Centro - Rio de Janeiro (RJ); a partir de 12/03/2015 às 09:00Hs;(0xx24) 33629042      ;Objeto: Pregão Eletrônico -  Prestação de serviços de engenharia para manutenção preventiva e corretiva em pontes rolantes da Usina Nuclear de Angra 1, com fornecimento de peças.;(0xx24) 33629000;3472014
1516; em 07/04/2015 às 14:00Hs, no endereço: www.comprasnet.gov.br;18/03/2015 das 09:30 às 11:30 Hs e das 13:30 às 16:30 Hs;Rua da Candelária , 65 - Centro - Rio de Janeiro (RJ); a partir de 18/03/2015 às 09:30Hs;(0xx24) 33629042      ;Objeto: Pregão Eletrônico -  Prestação de serviços de reforma da porta de enrolar do Edifício ´UMA´ da Usina Nuclear de Angra 2, com emprego de materiais.;(0xx24) 33629022;3482014
1517; em 27/07/2015 às 14:00Hs, no endereço: www.comprasnet.gov.br;01/07/2015 das 09:00 às 11:30 Hs e das 14:00 às 16:30 Hs;Rua da Candelária, 65 - 2º Andar - Centro - Rio de Janeiro (RJ); a partir de 01/07/2015 às 09:00Hs;(0xx21)               ;Objeto: Pregão Eletrônico -  Prestação de Serviço de Evolução e Manutenção da Solução Internet, Intranet e Extanet;(0xx21) 25887139;3492014
1518; em 19/02/2015 às 15:00Hs, no endereço: www.comprasnet.gov.br;16/01/2015 das 09:00 às 11:30 Hs e das 14:00 às 16:30 Hs;Rua da Candelária, 65 - 2º Andar - Centro - Rio de Janeiro (RJ); a partir de 16/01/2015 às 09:00Hs;(0xx24) 33629042      ;Objeto: Pregão Eletrônico -  Prestação de serviços de recuperação do revestimento de borracha nas caixas dos condensadores e trocadores de calor, durante a realização da Parada Técnica Programada 1P21, da Unidade 1, da Central Nuclear Almirante Álvaro Alberto - CNAAA;(0xx24) 33628047;3502014
1519; em 10/03/2015 às 10:00Hs, no endereço: www.comprasnet.gov.br;25/02/2015 das 08:30 às 11:30 Hs e das 14:00 às 16:30 Hs;Rua Candelária, 65, 2º Andar - Centro - Rio de Janeiro (RJ); a partir de 25/02/2015 às 08:30Hs;(0xx21) 25887218      ;Objeto: Pregão Eletrônico -  Prestação de Serviços de Contratação de Seguro para os transportes de bens da ELETROBRÁS ELETRONUCLEAR em viagens internacionais (Importação e Exportação);(0xx21) 25887686;3522014
1520; em 29/01/2015 às 10:00Hs, no endereço: www.comprasnet.gov.br;19/01/2015 das 08:30 às 11:00 Hs e das 13:30 às 16:00 Hs;Rua Candelária, 65 - 12º Andar - Centro - Rio de Janeiro (RJ); a partir de 19/01/2015 às 08:30Hs;(0xx21) 25887200      ;Objeto: Pregão Eletrônico -  Madeiras Diversas;(0xx21) 25887000;3532014
1521; em 23/01/2015 às 14:00Hs, no endereço: www.comprasnet.gov.br;12/01/2015 das 09:00 às 11:30 Hs e das 14:00 às 16:30 Hs;Rua da Candelária, 65, 2º Andar - Centro - Rio de Janeiro (RJ); a partir de 12/01/2015 às 09:00Hs;(0xx24) 33629042      ;Objeto: Pregão Eletrônico -  Aquisição de mangueiras e conexões;(0xx24) 33629443;3542014
1522; em 24/02/2015 às 10:00Hs, no endereço: www.comprasnet.gov.br;10/02/2015 das 08:30 às 11:00 Hs e das 13:30 às 16:00 Hs;Rua Candelária, 65 - 12º Andar - Centro - Rio de Janeiro (RJ); a partir de 10/02/2015 às 08:30Hs;(0xx21) 25887200      ;Objeto: Pregão Eletrônico -  Manta Térmica;(0xx21) 25887000;3552014
1523; em 19/08/2015 às 10:00Hs, no endereço: www.comprasnet.gov.br;06/08/2015 das 08:30 às 11:00 Hs e das 13:30 às 16:00 Hs;Rua Candelária, 65 - 12º Andar - Centro - Rio de Janeiro (RJ); a partir de 06/08/2015 às 08:30Hs;(0xx21) 25887200      ;Objeto: Pregão Eletrônico -  Papel A4;(0xx21) 25887000;3562014
1524; em 31/07/2015 às 10:00Hs, no endereço: www.comprasnet.gov.br;17/07/2015 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária 65 - Centro - Rio de Janeiro (RJ); a partir de 17/07/2015 às 08:30Hs;(0xx21) 7200          ;Objeto: Pregão Eletrônico -  Equipamentos de Proteção Radiológica;(0xx21) 25887000;3572014
1525; em 30/01/2015 às 15:00Hs, no endereço: www.comprasnet.gov.br;15/01/2015 das 09:00 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, Nº 65 - 2º Andar - Centro - Rio de Janeiro (RJ); a partir de 15/01/2015 às 09:00Hs;(0xx24) 33629042      ;Objeto: Pregão Eletrônico -  Prestação de serviços de locação de mobiliários para atender as Paradas Técnicas Programadas 1P21 da Usina Nuclear de Angra 1 e 2P12 da Usina Nuclear de Angra 2.;(0xx24) 33629000;3582014
1526; em 03/03/2015 às 10:00Hs, no endereço: www.comprasnet.gov.br;12/02/2015 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 12/02/2015 às 08:30Hs;(0xx21) 25887200      ;Objeto: Pregão Eletrônico -  Lubrificante;(0xx21) 25887116;3592014
1527; em 18/03/2015 às 15:00Hs, no endereço: www.comprasnet.gov.br;27/02/2015 das 09:00 às 11:30 Hs e das 14:00 às 16:30 Hs;Rua da Candelária, 65 - 2º Andar - Centro - Rio de Janeiro (RJ); a partir de 27/02/2015 às 09:00Hs;(0xx24) 33629042      ;Objeto: Pregão Eletrônico -  Prestação de serviços de limpeza e preparação de superfície através do processo de hidrojateamento a ultra alta pressão nas caixas dos condensadores, trocadores de calor e estruturas da tomada d´água, durante a Parada Técnica Programada 1P21, da Unidade 1, da Central Nuclear Almirante Álvaro Alberto - CNAAA.;(0xx24) 33628047;3602014
1528; em 03/02/2015 às 14:00Hs, no endereço: www.comprasnet.gov.br;19/01/2015 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 19/01/2015 às 08:30Hs;(0xx21) 25887200      ;Objeto: Pregão Eletrônico -  Selante de silicone;(0xx21) 25887116;3612014
1529; em 11/02/2015 às 10:00Hs, no endereço: www.comprasnet.gov.br;29/01/2015 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 29/01/2015 às 08:30Hs;(0xx21) 25887200      ;Objeto: Pregão Eletrônico -  Di-isopropilamina;(0xx21) 25887116;3632014
1530; em 12/03/2015 às 14:00Hs, no endereço: www.comprasnet.gov.br;12/02/2015 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 12/02/2015 às 08:30Hs;(0xx21) 25887200      ;Objeto: Pregão Eletrônico -  Soda cáustica;(0xx21) 25887116;3642014
1531; em 23/02/2015 às 15:00Hs, no endereço: www.comprasnet.gov.br;06/02/2015 das 09:00 às 11:00 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65 - Centro - Rio de Janeiro (RJ); a partir de 06/02/2015 às 09:00Hs;(0xx24) 33629042      ;Objeto: Pregão Eletrônico -  Prestação de serviços de locação de caminhões, equipados com guindauto, com operador, para atenderem às Pré-Paradas, Paradas e Pós-Paradas Técnicas Programadas 1P21 da Usina Nuclear de Angra 1 e 2P12 da Usina Nuclear de Angra 2.;(0xx24) 33629000;3652014
1532; em 21/01/2015 às 13:30Hs, no endereço: www.comprasnet.gov.br;07/01/2015 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65 - 12º Andar - Centro - Rio de Janeiro (RJ); a partir de 07/01/2015 às 08:30Hs;               ;Objeto: Pregão Eletrônico -  Fornecimento de Materiais de Tubulação;         ;3662014
1533; em 04/02/2015 às 10:00Hs, no endereço: www.comprasnet.gov.br;21/01/2015 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 21/01/2015 às 08:30Hs;(0xx21) 25887200      ;Objeto: Pregão Eletrônico -  Respiradores;(0xx21) 25887116;3672014
1534; em 10/03/2015 às 10:00Hs, no endereço: www.comprasnet.gov.br;26/02/2015 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65 - Centro - Rio de Janeiro (RJ); a partir de 26/02/2015 às 08:30Hs;               ;Objeto: Pregão Eletrônico -  Material metálico diverso.;         ;3692014
1535; em 23/02/2015 às 14:00Hs, no endereço: www.comprasnet.gov.br;09/02/2015 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65 - Centro - Rio de Janeiro (RJ); a partir de 09/02/2015 às 08:30Hs;               ;Objeto: Pregão Eletrônico -  Junta semi-metálica;         ;3702014
1536; em 03/03/2015 às 15:00Hs, no endereço: www.comprasnet.gov.br;10/02/2015 das 09:00 às 11:30 Hs e das 14:00 às 16:30 Hs;Rua da Candelária, 65 - 2º Andar - Centro - Rio de Janeiro (RJ); a partir de 10/02/2015 às 09:00Hs;(0xx24) 33629042      ;Objeto: Pregão Eletrônico -  Prestação de serviços técnicos para manutenção preventiva em válvulas de controle com atuadores pneumáticos, durante a realização da Parada Técnica Programada 1P21, da Unidade 1, da Central Nuclear Almirante Álvaro Alberto - CNAAA.;(0xx24) 33628047;3712014
1537; em 14/05/2015 às 10:00Hs, no endereço: www.comprasnet.gov.br;17/04/2015 das 09:00 às 11:30 Hs e das 14:00 às 16:30 Hs;Rua Candelária, 65/8º Andar - Centro - Rio de Janeiro (RJ); a partir de 17/04/2015 às 09:00Hs;(0xx21) 25887218      ;Objeto: Pregão Eletrônico -  Prestação de serviços de recebimento, reprodução, arquivamento e controle de documentos, com fornecimento dos insumos necessa rios, exceto papel, para Superintendência de Construção (SC.T) para a Unidade 3 da Central Nuclear Almirante Álvaro Alberto - CNAAA.;(0xx21) 25887773;3722014
1538; em 22/09/2015 às 14:00Hs, no endereço: www.comprasnet.gov.br;24/08/2015 das 09:00 às 11:30 Hs e das 14:00 às 16:30 Hs;Rua da Candelária, 65/2º Andar - Centro - Rio de Janeiro (RJ); a partir de 24/08/2015 às 09:00Hs;(0xx21) 25887218      ;Objeto: Pregão Eletrônico -  Prestação de serviços de elaboração do Plano de Recuperação de Áreas Degradas (PRAD) do Parque Nacional da Serra da Bocaina (PNSB), no contexto do atendimento do licenciamento ambiental para Angra 3 na CNAAA.;(0xx21) 25887722;3732014
1539; em 10/02/2015 às 09:30Hs, no endereço: www.comprasnet.gov.br;29/01/2015 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65 - 12º Andar - Centro - Rio de Janeiro (RJ); a partir de 29/01/2015 às 08:30Hs;               ;Objeto: Pregão Eletrônico -  Fornecimento de Reparo de Vedação;         ;3742014
1540; em 18/05/2015 às 10:00Hs, no endereço: www.comprasnet.gov.br;10/04/2015 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 10/04/2015 às 08:30Hs;(0xx21) 25887200      ;Objeto: Pregão Eletrônico -  Solução de hidrazina 64 por cento.;(0xx21) 25887116;3762014
1541; em 03/03/2015 às 14:00Hs, no endereço: www.comprasnet.gov.br;13/02/2015 das 09:00 às 11:30 Hs e das 14:00 às 16:30 Hs;Rua da Candelária, 65/2º Andar - Centro - Rio de Janeiro (RJ); a partir de 13/02/2015 às 09:00Hs;(0xx21) 25887218      ;Objeto: Pregão Eletrônico -  Prestação de serviços transporte rodoviário de elemento combustível para Angra 1 e 2;(0xx21) 25887722;3772014
1542; em 09/03/2015 às 10:00Hs, no endereço: www.comprasnet.gov.br;24/02/2015 das 08:30 às 11:30 Hs e das 14:00 às 16:30 Hs;Rua da Candelária, 65 - Centro - Rio de Janeiro (RJ); a partir de 24/02/2015 às 08:30Hs;(0xx21) 25887218      ;Objeto: Pregão Eletrônico -  Prestação de Serviços de Suporte e Manutenção SAP;(0xx21) 25887137;9002014
1543; em 27/05/2015 às 10:00Hs, no endereço: www.comprasnet.gov.br;15/05/2015 das 08:30 às 11:00 Hs e das 13:30 às 16:00 Hs;Rua Candelária, 65 - 12º Andar - Centro - Rio de Janeiro (RJ); a partir de 15/05/2015 às 08:30Hs;(0xx21) 25887200      ;Objeto: Pregão Eletrônico -  Fornecimento e Instalação de Piso;(0xx21) 25887000;12015
1544; em 22/01/2015 às 10:00Hs, no endereço: www.comprasnet.gov.br;09/01/2015 das 08:30 às 11:00 Hs e das 13:30 às 16:00 Hs;Rua Carioca, 65 - 12º Andar - Centro - Rio de Janeiro (RJ); a partir de 09/01/2015 às 08:30Hs;(0xx21) 25887200      ;Objeto: Pregão Eletrônico -  Telha Termo-acustica;(0xx21) 25887000;22015
1545; em 23/01/2015 às 10:00Hs, no endereço: www.comprasnet.gov.br;13/01/2015 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua Candelária, 65 - 12º Andar - Centro - Rio de Janeiro (RJ); a partir de 13/01/2015 às 08:30Hs;(0xx21) 25887200      ;Objeto: Pregão Eletrônico -  Trapo;(0xx21) 25887000;32015
1546; em 11/02/2015 às 14:00Hs, no endereço: www.comprasnet.gov.br;29/01/2015 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65. - Centro - Rio de Janeiro (RJ); a partir de 29/01/2015 às 08:30Hs;(0xx21) 25887200      ;Objeto: Pregão Eletrônico -  Sulfato ferroso.;(0xx21) 25887116;42015
1547; em 23/02/2015 às 09:30Hs, no endereço: www.comprasnet.gov.br;03/02/2015 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65 - 12º Andar - Centro - Rio de Janeiro (RJ); a partir de 03/02/2015 às 08:30Hs;               ;Objeto: Pregão Eletrônico -  Fornecimento de Sobressalentes de Disjuntores;         ;52015
1548; em 12/03/2015 às 15:00Hs, no endereço: www.comprasnet.gov.br;20/02/2015 das 09:00 às 11:30 Hs e das 14:00 às 16:30 Hs;Rua da Candelária, 65 - 2º Andar - Centro - Rio de Janeiro (RJ); a partir de 20/02/2015 às 09:00Hs;(0xx24) 33629042      ;Objeto: Pregão Eletrônico -  Prestação de serviços de manutenção, inspeção e lubrificação de válvulas tipo globo e gaveta e troca de juntas flangeladas durante a realização da Parada Técnica Programada 1P21, da Unidade 1, da Central Nuclear Almirante Álvaro Alberto - CNAAA.;(0xx24) 33628047;62015
1549; em 30/01/2015 às 11:00Hs, no endereço: www.comprasnet.gov.br;20/01/2015 das 08:30 às 11:30 Hs e das 13:30 às 16:30 Hs;Rua da Candelária, 65 / 12º Andar - Centro - Rio de Janeiro (RJ); a partir de 20/01/2015 às 08:30Hs;(0xx21) 25887292      ;Objeto: Pregão Eletrônico -  Junta de expansão conforme descritivo constante do Edital.;(0xx21) 25887146;72015
1550; em 25/02/2015 às 09:30Hs, no endereço: www.comprasnet.gov.br;06/02/2015 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65 - 12º Andar - Centro - Rio de Janeiro (RJ); a partir de 06/02/2015 às 08:30Hs;               ;Objeto: Pregão Eletrônico -  Fornecimento de Papel Gráfico;         ;82015
1551; em 29/01/2015 às 10:00Hs, no endereço: www.comprasnet.gov.br;16/01/2015 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária, 65 - Centro - Rio de Janeiro (RJ); a partir de 16/01/2015 às 08:30Hs;               ;Objeto: Pregão Eletrônico -  Cimento asfáltico;         ;92015
1552; em 24/03/2015 às 15:00Hs, no endereço: www.comprasnet.gov.br;27/02/2015 das 09:00 às 11:30 Hs e das 14:00 às 16:30 Hs;Rua da Candelária, 65 - 2º Andar - Centro - Rio de Janeiro (RJ); a partir de 27/02/2015 às 09:00Hs;(0xx24) 33629042      ;Objeto: Pregão Eletrônico -  Prestação de serviços de manutenção preventiva e diagnóstico em válvulas pneumáticas de controle durante a realização da Parada Técnica Programada 1P21, da Unidade 1, da Central Nuclear Almirante Álvaro Alberto - CNAAA.;(0xx24) 33628047;102015
1553; em 10/03/2015 às 10:00Hs, no endereço: www.comprasnet.gov.br;20/02/2015 das 08:30 às 11:30 Hs e das 13:30 às 16:00 Hs;Rua da Candelária 65 - Centro - Rio de Janeiro (RJ); a partir de 20/02/2015 às 08:30Hs;(0xx21) 7200          ;Objeto: Pregão Eletrônico -  Tubos - Válvulas e Parafusos;(0xx21) 25887000;112015
1554; em 03/03/2015 às 15:00Hs, no endereço: www.comprasnet.gov.br;19/02/2015 das 08:30 às 11:30 Hs e das 13:30 às 16:30 Hs;Rua da Candelária, 65 / 12º Andar - Centro - Rio de Janeiro (RJ); a partir de 19/02/2015 às 08:30Hs;(0xx21)               ;Objeto: Pregão Eletrônico -  Radiadores para transformador conforme descritivos constantes do Edital.;(0xx21) 25887146;122015
